予約ID,顧客ID,部屋番号,宿泊人数,チェックイン日,チェックアウト日,チェックイン時間,チェックアウト時間,宿泊プラン,予約経路,客層,シーズン区分
R00267,c0736,207,2,2025-01-23,2025-01-24,19:00,10:00,素泊まり,直接,その他,通常期
R00268,c1215,217,1,2025-01-23,2025-01-24,18:00,8:00,素泊まり,OTA,遠征,通常期
R00269,c0695,203,1,2025-01-23,2025-01-26,18:00,8:00,2食付き,直接,ビジネス,通常期
R00270,c0939,208,1,2025-01-23,2025-01-25,15:00,6:00,朝食付き,OTA,登山,通常期
R00271,c1858,216,1,2025-01-23,2025-01-24,17:00,7:00,素泊まり,直接,ビジネス,通常期
R00272,c1626,205,1,2025-01-23,2025-01-24,18:00,10:00,素泊まり,OTA,遠征,通常期
R00273,c0452,202,1,2025-01-23,2025-01-24,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R00274,c1180,211,1,2025-01-23,2025-01-26,17:00,10:00,朝食付き,OTA,観光,通常期
R00275,c0290,101,2,2025-01-23,2025-01-24,17:00,9:00,素泊まり,直接,その他,通常期
R00276,c0205,213,2,2025-01-23,2025-01-25,18:00,7:00,2食付き,直接,ビジネス,通常期
R00277,c1448,101,2,2025-01-24,2025-01-28,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R00278,c1072,202,2,2025-01-24,2025-01-26,17:00,6:00,素泊まり,OTA,登山,通常期
R00279,c0181,217,2,2025-01-24,2025-01-25,17:00,6:00,素泊まり,OTA,登山,通常期
R00280,c1268,211,2,2025-01-24,2025-01-26,17:00,7:00,2食付き,OTA,ビジネス,通常期
R00281,c1632,216,1,2025-01-24,2025-01-25,20:00,9:00,素泊まり,直接,その他,通常期
R00282,c0111,206,2,2025-01-24,2025-01-25,20:00,9:00,素泊まり,OTA,その他,通常期
R00283,c1895,212,1,2025-01-24,2025-01-26,17:00,10:00,素泊まり,OTA,観光,通常期
R00284,c0668,205,2,2025-01-24,2025-01-25,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R00285,c1511,214,2,2025-01-24,2025-01-26,18:00,8:00,素泊まり,直接,遠征,通常期
R00286,c0893,210,1,2025-01-24,2025-01-26,17:00,8:00,朝食付き,直接,ビジネス,通常期
R00287,c1295,209,2,2025-01-24,2025-01-25,19:00,9:00,素泊まり,OTA,遠征,通常期
R00288,c0954,201,2,2025-01-24,2025-01-26,17:00,7:00,素泊まり,直接,ビジネス,通常期
R00289,c1952,213,1,2025-01-24,2025-01-25,16:00,9:00,素泊まり,OTA,登山,通常期
R00290,c0444,207,2,2025-01-25,2025-01-26,15:00,10:00,2食付き,OTA,観光,通常期
R00291,c1827,208,1,2025-01-25,2025-01-29,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R00292,c1033,202,1,2025-01-25,2025-01-27,15:00,5:00,2食付き,OTA,登山,通常期
R00293,c0026,101,2,2025-01-25,2025-01-26,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R00294,c0332,217,2,2025-01-25,2025-01-28,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R00295,c0831,214,1,2025-01-25,2025-01-26,16:00,8:00,素泊まり,OTA,登山,通常期
R00296,c1088,215,1,2025-01-25,2025-01-29,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R00297,c1910,205,1,2025-01-25,2025-01-26,17:00,5:00,素泊まり,OTA,登山,通常期
R00298,c0084,209,2,2025-01-25,2025-01-27,15:00,5:00,素泊まり,OTA,登山,通常期
R00299,c0233,212,2,2025-01-25,2025-01-26,18:00,8:00,2食付き,OTA,遠征,通常期
R00300,c1032,216,2,2025-01-25,2025-01-26,17:00,6:00,素泊まり,OTA,登山,通常期
R00301,c0963,211,2,2025-01-25,2025-01-28,18:00,8:00,朝食付き,OTA,ビジネス,通常期
R00302,c0367,206,2,2025-01-25,2025-01-26,17:00,8:00,素泊まり,直接,ビジネス,通常期
R00303,c1792,213,1,2025-01-25,2025-01-27,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R00304,c0711,210,2,2025-01-25,2025-01-27,19:00,10:00,素泊まり,直接,遠征,通常期
R00305,c1710,201,2,2025-01-25,2025-01-27,18:00,8:00,素泊まり,OTA,遠征,通常期
R00306,c1840,203,2,2025-01-25,2025-01-28,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R00307,c0724,214,2,2025-01-26,2025-01-30,18:00,8:00,朝食付き,直接,ビジネス,通常期
R00308,c1419,207,1,2025-01-26,2025-01-28,18:00,7:00,2食付き,OTA,ビジネス,通常期
R00309,c1152,212,1,2025-01-27,2025-01-30,17:00,8:00,素泊まり,直接,ビジネス,通常期
R00310,c0618,214,1,2025-01-27,2025-01-28,19:00,10:00,素泊まり,直接,その他,通常期
R00311,c1987,210,2,2025-01-27,2025-01-29,15:00,10:00,2食付き,直接,観光,通常期
R00312,c0981,206,1,2025-01-27,2025-01-30,17:00,8:00,素泊まり,直接,ビジネス,通常期
R00313,c0732,215,1,2025-01-27,2025-01-29,15:00,10:00,朝食付き,直接,観光,通常期
R00314,c1740,208,2,2025-01-27,2025-01-28,18:00,9:00,素泊まり,直接,遠征,通常期
R00315,c1933,217,1,2025-01-27,2025-01-28,18:00,10:00,素泊まり,直接,その他,通常期
R00316,c0707,216,2,2025-01-27,2025-01-29,18:00,8:00,素泊まり,直接,ビジネス,通常期
R00317,c0852,209,2,2025-01-27,2025-01-30,15:00,9:00,朝食付き,OTA,観光,通常期
R00318,c0177,203,1,2025-01-27,2025-01-29,17:00,8:00,素泊まり,OTA,登山,通常期
R00319,c0770,211,1,2025-01-27,2025-01-30,16:00,9:00,,OTA,観光,通常期
R00320,c1547,101,1,2025-01-27,2025-01-29,19:00,8:00,朝食付き,OTA,遠征,通常期
R00321,c1710,101,2,2025-01-28,2025-01-30,17:00,8:00,素泊まり,OTA,登山,通常期
R00322,c1312,206,2,2025-01-28,2025-01-29,15:00,5:00,素泊まり,OTA,登山,通常期
R00323,c0502,205,1,2025-01-28,2025-01-30,19:00,8:00,素泊まり,OTA,遠征,通常期
R00324,c1287,217,2,2025-01-28,2025-01-29,18:00,8:00,朝食付き,OTA,ビジネス,通常期
R00325,c0334,210,1,2025-01-28,2025-01-30,17:00,10:00,素泊まり,OTA,登山,通常期
R00326,c0860,208,2,2025-01-28,2025-01-31,15:00,10:00,素泊まり,直接,観光,通常期
R00327,c0343,213,2,2025-01-28,2025-01-29,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R00328,c1095,214,2,2025-01-28,2025-01-30,16:00,10:00,素泊まり,OTA,登山,通常期
R00329,c0334,202,1,2025-01-28,2025-01-31,18:00,8:00,素泊まり,OTA,ビジネス,通常期
R00330,c0239,207,1,2025-01-28,2025-01-29,17:00,9:00,朝食付き,OTA,観光,通常期
R00331,c1224,215,2,2025-01-28,2025-01-30,17:00,10:00,素泊まり,OTA,観光,通常期
R00332,c0465,212,2,2025-01-28,2025-01-29,17:00,7:00,2食付き,直接,ビジネス,通常期
R00333,c1552,201,2,2025-01-29,2025-01-30,18:00,7:00,素泊まり,OTA,ビジネス,通常期
R00334,c0618,213,1,2025-01-29,2025-01-30,18:00,7:00,2食付き,直接,ビジネス,通常期
R00335,c0186,214,1,2025-01-29,2025-01-30,17:00,6:00,素泊まり,OTA,登山,通常期
R00336,c1256,217,1,2025-01-29,2025-01-31,16:00,6:00,朝食付き,OTA,登山,通常期
R00337,c1545,208,1,2025-01-29,2025-01-30,17:00,7:00,2食付き,直接,ビジネス,通常期
R00338,c1380,210,1,2025-01-29,2025-01-31,18:00,8:00,朝食付き,直接,ビジネス,通常期
R00339,c1560,209,2,2025-01-29,2025-02-02,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R00340,c0084,207,1,2025-01-29,2025-01-31,18:00,8:00,朝食付き,OTA,ビジネス,通常期
R00341,c0463,215,2,2025-01-29,2025-02-01,18:00,8:00,朝食付き,OTA,ビジネス,通常期
R00342,c0027,212,2,2025-01-29,2025-01-30,15:00,8:00,2食付き,OTA,登山,通常期
R00343,c0209,206,1,2025-01-29,2025-01-30,17:00,7:00,素泊まり,OTA,ビジネス,通常期
R00344,c1486,216,2,2025-01-29,2025-01-30,18:00,10:00,素泊まり,OTA,その他,通常期
R00345,c1946,206,2,2025-01-30,2025-02-01,17:00,8:00,素泊まり,OTA,登山,通常期
R00346,c0473,212,1,2025-01-30,2025-01-31,16:00,9:00,,OTA,観光,通常期
R00347,c1239,101,2,2025-01-30,2025-01-31,16:00,10:00,素泊まり,直接,登山,通常期
R00348,c1624,214,2,2025-01-30,2025-01-31,18:00,10:00,朝食付き,OTA,遠征,通常期
R00349,c1120,217,1,2025-01-30,2025-02-01,19:00,10:00,素泊まり,OTA,遠征,通常期
R00350,c0907,210,2,2025-01-30,2025-02-03,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R00351,c0797,205,2,2025-01-30,2025-02-02,17:00,8:00,素泊まり,直接,ビジネス,通常期
R00352,c1038,202,1,2025-01-30,2025-02-01,17:00,10:00,朝食付き,OTA,観光,通常期
R00353,c0126,203,1,2025-01-30,2025-02-01,17:00,10:00,朝食付き,直接,観光,通常期
R00354,c0780,216,1,2025-01-30,2025-02-02,18:00,7:00,朝食付き,OTA,ビジネス,通常期
R00355,c1328,201,2,2025-01-30,2025-01-31,19:00,9:00,素泊まり,直接,その他,通常期
R00356,c0668,211,1,2025-01-30,2025-01-31,16:00,5:00,素泊まり,直接,登山,通常期
R00357,c0649,206,2,2025-01-31,2025-02-02,16:00,5:00,素泊まり,OTA,登山,通常期
R00358,c1018,209,2,2025-01-31,2025-02-01,18:00,7:00,朝食付き,直接,ビジネス,通常期
R00359,c0155,211,1,2025-01-31,2025-02-04,17:00,8:00,朝食付き,OTA,ビジネス,通常期
R00360,c1213,215,2,2025-01-31,2025-02-04,17:00,7:00,朝食付き,OTA,ビジネス,通常期
R00361,c1335,212,2,2025-01-31,2025-02-03,16:00,10:00,素泊まり,OTA,観光,通常期
R00362,c0929,203,1,2025-01-31,2025-02-03,17:00,8:00,素泊まり,OTA,ビジネス,通常期
R00363,c1922,201,2,2025-01-31,2025-02-01,19:00,8:00,朝食付き,OTA,遠征,通常期
R00364,c0493,202,1,2025-01-31,2025-02-02,18:00,10:00,素泊まり,OTA,遠征,通常期
R00365,c1299,216,1,2025-01-31,2025-02-02,16:00,7:00,朝食付き,OTA,登山,通常期
R00366,c0489,207,1,2025-01-31,2025-02-03,17:00,8:00,朝食付き,直接,ビジネス,通常期
R00367,c1325,217,1,2025-01-31,2025-02-03,18:00,8:00,朝食付き,OTA,ビジネス,通常期
R00368,c1746,208,1,2025-01-31,2025-02-01,18:00,8:00,朝食付き,直接,ビジネス,通常期
R00369,c0131,210,2,2025-01-31,2025-02-01,15:00,9:00,朝食付き,直接,観光,通常期
R00370,c1170,209,1,2025-02-01,2025-02-02,19:00,10:00,2食付き,OTA,遠征,閑散期
R00371,c1653,101,2,2025-02-01,2025-02-03,16:00,5:00,素泊まり,直接,登山,閑散期
R00372,c0219,201,1,2025-02-01,2025-02-03,17:00,9:00,2食付き,直接,観光,閑散期
R00373,c1943,206,1,2025-02-01,2025-02-05,18:00,7:00,素泊まり,直接,ビジネス,閑散期
R00374,c0744,208,2,2025-02-01,2025-02-04,15:00,10:00,2食付き,OTA,観光,閑散期
R00375,c1637,211,1,2025-02-01,2025-02-02,17:00,9:00,素泊まり,OTA,登山,閑散期
R00376,c1435,212,2,2025-02-01,2025-02-02,16:00,9:00,素泊まり,OTA,登山,閑散期
R00377,c1900,205,2,2025-02-01,2025-02-02,19:00,9:00,素泊まり,OTA,遠征,閑散期
R00378,c0899,213,2,2025-02-01,2025-02-02,16:00,6:00,朝食付き,直接,登山,閑散期
R00379,c1927,214,2,2025-02-01,2025-02-03,15:00,7:00,朝食付き,OTA,登山,閑散期
R00380,c1689,216,1,2025-02-01,2025-02-03,17:00,10:00,2食付き,OTA,観光,閑散期
R00381,c0107,215,1,2025-02-02,2025-02-04,16:00,10:00,朝食付き,直接,観光,閑散期
R00382,c1180,206,1,2025-02-03,2025-02-04,15:00,8:00,素泊まり,OTA,登山,閑散期
R00383,c0274,210,2,2025-02-03,2025-02-05,18:00,8:00,素泊まり,OTA,ビジネス,閑散期
R00384,c0806,214,2,2025-02-03,2025-02-05,16:00,9:00,素泊まり,直接,観光,閑散期
R00385,c1284,211,1,2025-02-03,2025-02-04,15:00,5:00,2食付き,OTA,登山,閑散期
R00386,c1230,208,2,2025-02-03,2025-02-04,19:00,9:00,素泊まり,直接,その他,閑散期
R00387,c1584,217,2,2025-02-03,2025-02-04,21:00,9:00,素泊まり,直接,その他,閑散期
R00388,c1602,215,2,2025-02-03,2025-02-04,17:00,9:00,素泊まり,OTA,観光,閑散期
R00389,c0580,205,1,2025-02-03,2025-02-04,16:00,9:00,朝食付き,OTA,観光,閑散期
R00390,c0924,101,1,2025-02-04,2025-02-05,15:00,10:00,2食付き,直接,観光,閑散期
R00391,c1996,202,2,2025-02-04,2025-02-06,18:00,8:00,素泊まり,OTA,遠征,閑散期
R00392,c0121,208,1,2025-02-04,2025-02-06,17:00,9:00,素泊まり,直接,登山,閑散期
R00393,c0620,214,2,2025-02-04,2025-02-07,17:00,7:00,素泊まり,OTA,ビジネス,閑散期
R00394,c0695,201,2,2025-02-04,2025-02-05,17:00,8:00,素泊まり,OTA,ビジネス,閑散期
R00395,c0262,203,2,2025-02-04,2025-02-08,17:00,8:00,素泊まり,直接,ビジネス,閑散期
R00396,c1699,210,2,2025-02-04,2025-02-06,16:00,7:00,2食付き,直接,登山,閑散期
R00397,c1748,213,2,2025-02-04,2025-02-05,16:00,10:00,朝食付き,直接,観光,閑散期
R00398,c0957,212,2,2025-02-05,2025-02-07,17:00,7:00,素泊まり,直接,ビジネス,閑散期
R00399,c0994,206,2,2025-02-05,2025-02-07,15:00,8:00,素泊まり,OTA,登山,閑散期
R00400,c0370,101,1,2025-02-05,2025-02-06,15:00,7:00,素泊まり,OTA,登山,閑散期
R00401,c0853,211,1,2025-02-05,2025-02-06,17:00,5:00,素泊まり,OTA,登山,閑散期
R00402,c0250,207,2,2025-02-05,2025-02-06,16:00,9:00,素泊まり,OTA,観光,閑散期
R00403,c1450,216,2,2025-02-05,2025-02-06,16:00,6:00,素泊まり,OTA,登山,閑散期
R00404,c0666,217,1,2025-02-05,2025-02-06,19:00,9:00,素泊まり,OTA,その他,閑散期
R00405,c1234,214,2,2025-02-05,2025-02-08,18:00,7:00,朝食付き,OTA,ビジネス,閑散期
R00406,c0796,217,2,2025-02-06,2025-02-08,18:00,7:00,素泊まり,直接,ビジネス,閑散期
R00407,c1652,201,2,2025-02-06,2025-02-07,15:00,7:00,素泊まり,OTA,登山,閑散期
R00408,c1814,209,2,2025-02-06,2025-02-08,18:00,9:00,素泊まり,OTA,遠征,閑散期
R00409,c0890,203,2,2025-02-06,2025-02-08,15:00,10:00,2食付き,OTA,観光,閑散期
R00410,c1907,216,2,2025-02-06,2025-02-08,17:00,9:00,朝食付き,OTA,観光,閑散期
R00411,c0979,206,2,2025-02-06,2025-02-07,19:00,9:00,素泊まり,OTA,遠征,閑散期
R00412,c0157,210,1,2025-02-06,2025-02-09,17:00,8:00,素泊まり,直接,ビジネス,閑散期
R00413,c0519,207,2,2025-02-06,2025-02-08,15:00,10:00,朝食付き,OTA,観光,閑散期
R00414,c0805,214,1,2025-02-07,2025-02-08,17:00,8:00,素泊まり,直接,ビジネス,閑散期
R00415,c0922,213,2,2025-02-07,2025-02-09,16:00,9:00,素泊まり,OTA,登山,閑散期
R00416,c0532,201,1,2025-02-07,2025-02-08,15:00,6:00,素泊まり,OTA,登山,閑散期
R00417,c1417,207,2,2025-02-07,2025-02-11,17:00,7:00,素泊まり,OTA,ビジネス,閑散期
R00418,c1383,215,2,2025-02-07,2025-02-08,19:00,10:00,素泊まり,OTA,その他,閑散期
R00419,c1988,209,1,2025-02-07,2025-02-09,17:00,7:00,素泊まり,直接,ビジネス,閑散期
R00420,c1104,101,1,2025-02-07,2025-02-09,17:00,8:00,2食付き,OTA,ビジネス,閑散期
R00421,c0313,206,2,2025-02-07,2025-02-08,16:00,8:00,素泊まり,直接,登山,閑散期
R00422,c1708,208,2,2025-02-07,2025-02-09,17:00,9:00,素泊まり,OTA,観光,閑散期
R00423,c1136,217,2,2025-02-07,2025-02-11,18:00,8:00,朝食付き,OTA,ビジネス,閑散期
R00424,c0647,214,1,2025-02-08,2025-02-12,17:00,7:00,朝食付き,OTA,ビジネス,閑散期
R00425,c0919,210,2,2025-02-08,2025-02-10,18:00,9:00,,OTA,遠征,閑散期
R00426,c1204,203,2,2025-02-08,2025-02-10,18:00,8:00,素泊まり,OTA,ビジネス,閑散期
R00427,c0854,213,2,2025-02-08,2025-02-10,15:00,7:00,素泊まり,OTA,登山,閑散期
R00428,c1367,212,2,2025-02-08,2025-02-09,17:00,6:00,素泊まり,OTA,登山,閑散期
R00429,c0481,202,1,2025-02-08,2025-02-12,17:00,8:00,2食付き,OTA,ビジネス,閑散期
R00430,c1761,215,1,2025-02-08,2025-02-09,19:00,10:00,素泊まり,直接,その他,閑散期
R00431,c0697,205,2,2025-02-08,2025-02-09,17:00,7:00,朝食付き,OTA,ビジネス,閑散期
R00432,c0214,211,1,2025-02-08,2025-02-10,15:00,10:00,朝食付き,OTA,登山,閑散期
R00433,c1758,209,1,2025-02-08,2025-02-10,15:00,9:00,朝食付き,OTA,観光,閑散期
R00434,c0322,201,2,2025-02-08,2025-02-09,17:00,7:00,2食付き,OTA,ビジネス,閑散期
R00435,c1678,205,1,2025-02-09,2025-02-11,17:00,5:00,素泊まり,OTA,登山,閑散期
R00436,c0588,214,1,2025-02-10,2025-02-14,17:00,7:00,2食付き,OTA,ビジネス,閑散期
R00437,c0864,213,1,2025-02-10,2025-02-14,18:00,7:00,素泊まり,OTA,ビジネス,閑散期
R00438,c1578,101,1,2025-02-10,2025-02-12,16:00,10:00,2食付き,OTA,観光,閑散期
R00439,c0337,212,2,2025-02-10,2025-02-11,15:00,10:00,朝食付き,OTA,観光,閑散期
R00440,c1637,202,2,2025-02-10,2025-02-11,17:00,5:00,2食付き,OTA,登山,閑散期
R00441,c1694,201,2,2025-02-10,2025-02-12,17:00,10:00,素泊まり,OTA,登山,閑散期
R00442,c1279,207,2,2025-02-10,2025-02-11,19:00,9:00,朝食付き,OTA,遠征,閑散期
R00443,c0799,217,1,2025-02-10,2025-02-12,15:00,7:00,素泊まり,OTA,登山,閑散期
R00444,c0328,207,1,2025-02-11,2025-02-12,15:00,10:00,,OTA,観光,閑散期
R00445,c0227,101,1,2025-02-11,2025-02-13,15:00,7:00,素泊まり,OTA,登山,閑散期
R00446,c0920,210,2,2025-02-11,2025-02-14,17:00,7:00,朝食付き,OTA,ビジネス,閑散期
R00447,c1608,208,1,2025-02-11,2025-02-14,17:00,7:00,素泊まり,直接,ビジネス,閑散期
R00448,c1595,211,2,2025-02-11,2025-02-12,15:00,10:00,朝食付き,直接,観光,閑散期
R00449,c0267,202,2,2025-02-11,2025-02-15,18:00,7:00,素泊まり,OTA,ビジネス,閑散期
R00450,c0902,216,2,2025-02-11,2025-02-15,18:00,8:00,朝食付き,OTA,ビジネス,閑散期
R00451,c1983,214,1,2025-02-11,2025-02-12,15:00,9:00,朝食付き,OTA,観光,閑散期
R00452,c1950,213,1,2025-02-12,2025-02-13,17:00,9:00,2食付き,直接,観光,閑散期
R00453,c0761,208,2,2025-02-12,2025-02-13,16:00,10:00,素泊まり,直接,観光,閑散期
R00454,c0100,214,2,2025-02-12,2025-02-16,17:00,7:00,素泊まり,OTA,ビジネス,閑散期
R00455,c0092,212,2,2025-02-12,2025-02-16,17:00,7:00,朝食付き,直接,ビジネス,閑散期
R00456,c1241,217,1,2025-02-12,2025-02-16,18:00,8:00,素泊まり,OTA,ビジネス,閑散期
R00457,c0183,210,2,2025-02-12,2025-02-14,16:00,10:00,素泊まり,OTA,観光,閑散期
R00458,c1508,207,2,2025-02-12,2025-02-14,17:00,5:00,2食付き,OTA,登山,閑散期
R00459,c1150,202,1,2025-02-12,2025-02-13,17:00,10:00,素泊まり,OTA,登山,閑散期
R00460,c1349,217,1,2025-02-13,2025-02-14,17:00,8:00,朝食付き,直接,ビジネス,閑散期
R00461,c0657,203,2,2025-02-13,2025-02-15,17:00,8:00,素泊まり,OTA,ビジネス,閑散期
R00462,c1082,209,2,2025-02-13,2025-02-14,16:00,10:00,素泊まり,直接,観光,閑散期
R00463,c0184,202,1,2025-02-13,2025-02-14,17:00,8:00,素泊まり,直接,ビジネス,閑散期
R00464,c0611,216,2,2025-02-13,2025-02-14,15:00,10:00,素泊まり,OTA,観光,閑散期
R00465,c0107,214,1,2025-02-13,2025-02-16,18:00,8:00,2食付き,OTA,ビジネス,閑散期
R00466,c0652,206,2,2025-02-13,2025-02-14,16:00,10:00,2食付き,直接,観光,閑散期
R00467,c1135,210,1,2025-02-13,2025-02-14,18:00,7:00,2食付き,直接,ビジネス,閑散期
R00468,c1025,206,1,2025-02-14,2025-02-15,16:00,10:00,朝食付き,OTA,観光,閑散期
R00469,c0086,208,1,2025-02-14,2025-02-16,17:00,8:00,2食付き,OTA,ビジネス,閑散期
R00470,c0560,215,2,2025-02-14,2025-02-15,18:00,9:00,素泊まり,OTA,その他,閑散期
R00471,c1154,202,1,2025-02-14,2025-02-17,17:00,8:00,素泊まり,OTA,ビジネス,閑散期
R00472,c1034,203,2,2025-02-14,2025-02-15,17:00,8:00,2食付き,直接,ビジネス,閑散期
R00473,c0659,216,2,2025-02-14,2025-02-16,17:00,8:00,素泊まり,OTA,登山,閑散期
R00474,c0976,209,1,2025-02-14,2025-02-15,17:00,9:00,素泊まり,直接,その他,閑散期
R00475,c1330,212,1,2025-02-14,2025-02-16,19:00,9:00,素泊まり,OTA,遠征,閑散期
R00476,c1695,214,2,2025-02-14,2025-02-16,17:00,5:00,素泊まり,OTA,登山,閑散期
R00477,c0020,201,1,2025-02-14,2025-02-15,15:00,8:00,素泊まり,直接,登山,閑散期
R00478,c1656,201,1,2025-02-15,2025-02-17,15:00,5:00,朝食付き,OTA,登山,閑散期
R00479,c1242,203,1,2025-02-15,2025-02-17,15:00,10:00,,OTA,観光,閑散期
R00480,c1131,210,1,2025-02-15,2025-02-16,17:00,10:00,素泊まり,直接,その他,閑散期
R00481,c0134,202,1,2025-02-15,2025-02-18,17:00,9:00,素泊まり,直接,観光,閑散期
R00482,c1987,208,2,2025-02-15,2025-02-16,17:00,10:00,素泊まり,OTA,観光,閑散期
R00483,c1749,215,2,2025-02-15,2025-02-16,16:00,10:00,素泊まり,OTA,登山,閑散期
R00484,c0090,212,1,2025-02-15,2025-02-16,17:00,10:00,素泊まり,直接,その他,閑散期
R00485,c1803,211,1,2025-02-15,2025-02-17,16:00,5:00,素泊まり,OTA,登山,閑散期
R00486,c0129,217,1,2025-02-15,2025-02-19,17:00,7:00,,直接,ビジネス,閑散期
R00487,c0970,213,1,2025-02-15,2025-02-16,17:00,10:00,2食付き,直接,観光,閑散期
R00488,c1269,101,2,2025-02-15,2025-02-17,17:00,6:00,2食付き,OTA,登山,閑散期
R00489,c1823,207,1,2025-02-16,2025-02-17,18:00,8:00,2食付き,OTA,遠征,閑散期
R00490,c0209,211,1,2025-02-17,2025-02-21,17:00,8:00,朝食付き,OTA,ビジネス,閑散期
R00491,c1771,212,1,2025-02-17,2025-02-21,18:00,7:00,朝食付き,OTA,ビジネス,閑散期
R00492,c1604,101,1,2025-02-17,2025-02-19,17:00,9:00,朝食付き,OTA,観光,閑散期
R00493,c1215,213,1,2025-02-17,2025-02-19,17:00,7:00,素泊まり,OTA,ビジネス,閑散期
R00494,c0381,203,1,2025-02-17,2025-02-20,18:00,8:00,素泊まり,OTA,ビジネス,閑散期
R00495,c0733,206,2,2025-02-17,2025-02-19,18:00,8:00,朝食付き,OTA,ビジネス,閑散期
R00496,c0756,214,1,2025-02-17,2025-02-18,15:00,10:00,朝食付き,直接,観光,閑散期
R00497,c1759,205,1,2025-02-17,2025-02-18,18:00,8:00,素泊まり,OTA,遠征,閑散期
R00498,c1423,217,2,2025-02-18,2025-02-20,17:00,7:00,素泊まり,OTA,ビジネス,閑散期
R00499,c1795,209,1,2025-02-18,2025-02-21,18:00,8:00,素泊まり,直接,ビジネス,閑散期
R00500,c0985,101,2,2025-02-18,2025-02-19,17:00,6:00,素泊まり,直接,登山,閑散期
R00501,c0062,207,1,2025-02-18,2025-02-22,17:00,7:00,素泊まり,直接,ビジネス,閑散期
R00502,c0406,206,2,2025-02-18,2025-02-21,17:00,10:00,素泊まり,直接,観光,閑散期
R00503,c0361,205,2,2025-02-18,2025-02-19,16:00,9:00,素泊まり,直接,登山,閑散期
